drug1,drug2,drug_pair,total_reports,serious_reports,death_reports,hosp_reports,severity_score,death_score,hosp_score,top_reactions,severity,label,source
apexicon,jakafi,apexicon + jakafi,1,2,0,0,2.0,0.0,0.0,rash|dyspnoea,LOW,0,FDA FAERS
jakafi,menest,jakafi + menest,1,2,0,0,2.0,0.0,0.0,rash|dyspnoea,LOW,0,FDA FAERS
aleve,apexicon,aleve + apexicon,1,2,0,0,2.0,0.0,0.0,rash|dyspnoea,LOW,0,FDA FAERS
aleve,menest,aleve + menest,1,2,0,0,2.0,0.0,0.0,rash|dyspnoea,LOW,0,FDA FAERS
aleve,jakafi,aleve + jakafi,1,2,0,0,2.0,0.0,0.0,rash|dyspnoea,LOW,0,FDA FAERS
apexicon,atorvastatin,apexicon + atorvastatin,1,2,0,0,2.0,0.0,0.0,rash|dyspnoea,LOW,0,FDA FAERS
aspirin,menest,aspirin + menest,1,2,0,0,2.0,0.0,0.0,rash|dyspnoea,LOW,0,FDA FAERS
aleve,atorvastatin,aleve + atorvastatin,1,2,0,0,2.0,0.0,0.0,rash|dyspnoea,LOW,0,FDA FAERS
apexicon,ciprodex,apexicon + ciprodex,1,2,0,0,2.0,0.0,0.0,rash|dyspnoea,LOW,0,FDA FAERS
ciprodex,menest,ciprodex + menest,1,2,0,0,2.0,0.0,0.0,rash|dyspnoea,LOW,0,FDA FAERS
ciprodex,synthroid,ciprodex + synthroid,1,2,0,0,2.0,0.0,0.0,rash|dyspnoea,LOW,0,FDA FAERS
ciprodex,jakafi,ciprodex + jakafi,1,2,0,0,2.0,0.0,0.0,rash|dyspnoea,LOW,0,FDA FAERS
aleve,ciprodex,aleve + ciprodex,1,2,0,0,2.0,0.0,0.0,rash|dyspnoea,LOW,0,FDA FAERS
atorvastatin,ciprodex,atorvastatin + ciprodex,1,2,0,0,2.0,0.0,0.0,rash|dyspnoea,LOW,0,FDA FAERS
apexicon,aspirin,apexicon + aspirin,1,2,0,0,2.0,0.0,0.0,rash|dyspnoea,LOW,0,FDA FAERS
atorvastatin,menest,atorvastatin + menest,1,2,0,0,2.0,0.0,0.0,rash|dyspnoea,LOW,0,FDA FAERS
fluticasone,qvar,fluticasone + qvar,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
qvar,solaraze,qvar + solaraze,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
levothroid,qvar,levothroid + qvar,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
qvar,sotalol,qvar + sotalol,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
letairis,qvar,letairis + qvar,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
qvar,zocor,qvar + zocor,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
allegra,qvar,allegra + qvar,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
diovan,multi-vit,diovan + multi-vit,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
furosemide,solaraze,furosemide + solaraze,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
combivent,furosemide,combivent + furosemide,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
furosemide,levothroid,furosemide + levothroid,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
furosemide,zocor,furosemide + zocor,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
allegra,furosemide,allegra + furosemide,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
furosemide,qvar,furosemide + qvar,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
colchicine,pradaxa,colchicine + pradaxa,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
multivitamin,pradaxa,multivitamin + pradaxa,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
fluticasone,furosemide,fluticasone + furosemide,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
letairis,levothroid,letairis + levothroid,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
letairis,sotalol,letairis + sotalol,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
colchicine,zocor,colchicine + zocor,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
fluticasone,zocor,fluticasone + zocor,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
solaraze,zocor,solaraze + zocor,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
combivent,zocor,combivent + zocor,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
levothroid,zocor,levothroid + zocor,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
sotalol,zocor,sotalol + zocor,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
multivitamin,qvar,multivitamin + qvar,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
allegra,fluticasone,allegra + fluticasone,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
allegra,solaraze,allegra + solaraze,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
allegra,combivent,allegra + combivent,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
allegra,levothroid,allegra + levothroid,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
allegra,sotalol,allegra + sotalol,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
allegra,letairis,allegra + letairis,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
allegra,zocor,allegra + zocor,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
colchicine,qvar,colchicine + qvar,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
allegra,colchicine,allegra + colchicine,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
acz,waran,acz + waran,1,1,1,1,1.0,1.0,1.0,erysipelas|sepsis,LOW,0,FDA FAERS
acz,trombyl,acz + trombyl,1,1,1,1,1.0,1.0,1.0,erysipelas|sepsis,LOW,0,FDA FAERS
acz,metformin,acz + metformin,1,1,1,1,1.0,1.0,1.0,erysipelas|sepsis,LOW,0,FDA FAERS
acz,amlodipinamlodipine,acz + amlodipinamlodipine,1,1,1,1,1.0,1.0,1.0,erysipelas|sepsis,LOW,0,FDA FAERS
cozaar,waran,cozaar + waran,1,1,1,1,1.0,1.0,1.0,erysipelas|sepsis,LOW,0,FDA FAERS
cozaar,trombyl,cozaar + trombyl,1,1,1,1,1.0,1.0,1.0,erysipelas|sepsis,LOW,0,FDA FAERS
cozaar,metformin,cozaar + metformin,1,1,1,1,1.0,1.0,1.0,erysipelas|sepsis,LOW,0,FDA FAERS
fluticasone,pradaxa,fluticasone + pradaxa,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
acz,cozaar,acz + cozaar,1,1,1,1,1.0,1.0,1.0,erysipelas|sepsis,LOW,0,FDA FAERS
methotrexate,omega --,methotrexate + omega --,1,1,0,0,1.0,0.0,0.0,osteomyelitis,LOW,0,FDA FAERS
losartan,omega --,losartan + omega --,1,1,0,0,1.0,0.0,0.0,osteomyelitis,LOW,0,FDA FAERS
losartan,methotrexate,losartan + methotrexate,1,1,0,0,1.0,0.0,0.0,osteomyelitis,LOW,0,FDA FAERS
metformin,omega --,metformin + omega --,1,1,0,0,1.0,0.0,0.0,osteomyelitis,LOW,0,FDA FAERS
metformin,methotrexate,metformin + methotrexate,1,1,0,0,1.0,0.0,0.0,osteomyelitis,LOW,0,FDA FAERS
januvia,omega --,januvia + omega --,1,1,0,0,1.0,0.0,0.0,osteomyelitis,LOW,0,FDA FAERS
januvia,methotrexate,januvia + methotrexate,1,1,0,0,1.0,0.0,0.0,osteomyelitis,LOW,0,FDA FAERS
amlodipinamlodipine,cozaar,amlodipinamlodipine + cozaar,1,1,1,1,1.0,1.0,1.0,erysipelas|sepsis,LOW,0,FDA FAERS
pradaxa,solaraze,pradaxa + solaraze,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
combivent,pradaxa,combivent + pradaxa,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
levothroid,pradaxa,levothroid + pradaxa,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
pradaxa,zocor,pradaxa + zocor,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
allegra,pradaxa,allegra + pradaxa,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
pradaxa,qvar,pradaxa + qvar,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
humira,mesalazine,humira + mesalazine,1,1,0,1,1.0,0.0,1.0,rectal haemorrhage|asthenia|weight decreased,LOW,0,FDA FAERS
imuran,mesalazine,imuran + mesalazine,1,1,0,1,1.0,0.0,1.0,rectal haemorrhage|asthenia|weight decreased,LOW,0,FDA FAERS
amlodipinamlodipine,metformin,amlodipinamlodipine + metformin,1,1,1,1,1.0,1.0,1.0,erysipelas|sepsis,LOW,0,FDA FAERS
amisulpride,clozaril,amisulpride + clozaril,1,1,0,0,1.0,0.0,0.0,atrial septal defect|bundle branch block right|tachycardia,LOW,0,FDA FAERS
clozaril,depakote,clozaril + depakote,1,1,0,0,1.0,0.0,0.0,atrial septal defect|bundle branch block right|tachycardia,LOW,0,FDA FAERS
amisulpride,depakote,amisulpride + depakote,1,1,0,0,1.0,0.0,0.0,atrial septal defect|bundle branch block right|tachycardia,LOW,0,FDA FAERS
trombyl,waran,trombyl + waran,1,1,1,1,1.0,1.0,1.0,erysipelas|sepsis,LOW,0,FDA FAERS
metformin,waran,metformin + waran,1,1,1,1,1.0,1.0,1.0,erysipelas|sepsis,LOW,0,FDA FAERS
metformin,trombyl,metformin + trombyl,1,1,1,1,1.0,1.0,1.0,erysipelas|sepsis,LOW,0,FDA FAERS
amlodipinamlodipine,waran,amlodipinamlodipine + waran,1,1,1,1,1.0,1.0,1.0,erysipelas|sepsis,LOW,0,FDA FAERS
amlodipinamlodipine,trombyl,amlodipinamlodipine + trombyl,1,1,1,1,1.0,1.0,1.0,erysipelas|sepsis,LOW,0,FDA FAERS
amisulpride,lorazepam,amisulpride + lorazepam,1,1,0,0,1.0,0.0,0.0,atrial septal defect|bundle branch block right|tachycardia,LOW,0,FDA FAERS
metronidazole,slimquick,metronidazole + slimquick,1,2,0,0,2.0,0.0,0.0,implant site pruritus|implant site erythema,LOW,0,FDA FAERS
azilect,neupro,azilect + neupro,1,1,0,0,1.0,0.0,0.0,hyperhidrosis|hypertension|blood pressure increased,LOW,0,FDA FAERS
omeprazol,sobril,omeprazol + sobril,1,1,0,0,1.0,0.0,0.0,blindness,LOW,0,FDA FAERS
humira,sobril,humira + sobril,1,1,0,0,1.0,0.0,0.0,blindness,LOW,0,FDA FAERS
omeprazol,voltaren,omeprazol + voltaren,1,1,0,0,1.0,0.0,0.0,blindness,LOW,0,FDA FAERS
sobril,voltaren,sobril + voltaren,1,1,0,0,1.0,0.0,0.0,blindness,LOW,0,FDA FAERS
humira,voltaren,humira + voltaren,1,1,0,0,1.0,0.0,0.0,blindness,LOW,0,FDA FAERS
combivent,letairis,combivent + letairis,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
alvedon,sobril,alvedon + sobril,1,1,0,0,1.0,0.0,0.0,blindness,LOW,0,FDA FAERS
alvedon,humira,alvedon + humira,1,1,0,0,1.0,0.0,0.0,blindness,LOW,0,FDA FAERS
alvedon,voltaren,alvedon + voltaren,1,1,0,0,1.0,0.0,0.0,blindness,LOW,0,FDA FAERS
azilect,diovan,azilect + diovan,1,2,0,0,2.0,0.0,0.0,disease progression|depression|confusional state|musculoskeletal stiffness|tremor,LOW,0,FDA FAERS
neurontin,synthroid,neurontin + synthroid,1,1,0,1,1.0,0.0,1.0,vomiting|nausea|fatigue|lethargy|abdominal pain upper,LOW,0,FDA FAERS
ativan,synthroid,ativan + synthroid,1,1,0,1,1.0,0.0,1.0,vomiting|nausea|fatigue|lethargy|abdominal pain upper,LOW,0,FDA FAERS
ativan,depakote,ativan + depakote,1,1,0,1,1.0,0.0,1.0,vomiting|nausea|fatigue|lethargy|abdominal pain upper,LOW,0,FDA FAERS
advil,magnesium,advil + magnesium,1,1,0,1,1.0,0.0,1.0,organising pneumonia|fall|lung infection|urinary tract infection bacterial|lower respiratory tract infection bacterial,LOW,0,FDA FAERS
alvedon,omeprazol,alvedon + omeprazol,1,1,0,0,1.0,0.0,0.0,blindness,LOW,0,FDA FAERS
lipitor,multi-vit,lipitor + multi-vit,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
clonazepam,multi-vit,clonazepam + multi-vit,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
ecotrin,prednisone,ecotrin + prednisone,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
budesonide,prednisone,budesonide + prednisone,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
clotrimazole,prednisone,clotrimazole + prednisone,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
perforomist,prednisone,perforomist + prednisone,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
multi-vit,prednisone,multi-vit + prednisone,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
metoprolol,seroquel,metoprolol + seroquel,1,2,0,0,2.0,0.0,0.0,somnolence|trismus|fatigue,LOW,0,FDA FAERS
metronidazole,nexplanon,metronidazole + nexplanon,1,2,0,0,2.0,0.0,0.0,implant site pruritus|implant site erythema,LOW,0,FDA FAERS
depakote,lexapro,depakote + lexapro,1,2,0,0,2.0,0.0,0.0,somnolence|trismus|fatigue,LOW,0,FDA FAERS
clomipramine,metoprolol,clomipramine + metoprolol,1,2,0,0,2.0,0.0,0.0,somnolence|trismus|fatigue,LOW,0,FDA FAERS
clomipramine,synthroid,clomipramine + synthroid,1,2,0,0,2.0,0.0,0.0,somnolence|trismus|fatigue,LOW,0,FDA FAERS
clomipramine,seroquel,clomipramine + seroquel,1,2,0,0,2.0,0.0,0.0,somnolence|trismus|fatigue,LOW,0,FDA FAERS
clomipramine,lexapro,clomipramine + lexapro,1,2,0,0,2.0,0.0,0.0,somnolence|trismus|fatigue,LOW,0,FDA FAERS
clomipramine,depakote,clomipramine + depakote,1,2,0,0,2.0,0.0,0.0,somnolence|trismus|fatigue,LOW,0,FDA FAERS
seroquel,trazodone,seroquel + trazodone,1,2,0,0,2.0,0.0,0.0,tremor,LOW,0,FDA FAERS
nexplanon,slimquick,nexplanon + slimquick,1,2,0,0,2.0,0.0,0.0,implant site pruritus|implant site erythema,LOW,0,FDA FAERS
seroquel,synthroid,seroquel + synthroid,1,2,0,0,2.0,0.0,0.0,somnolence|trismus|fatigue,LOW,0,FDA FAERS
combivent,solaraze,combivent + solaraze,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
colchicine,levothroid,colchicine + levothroid,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
levothroid,multivitamin,levothroid + multivitamin,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
fluticasone,levothroid,fluticasone + levothroid,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
levothroid,solaraze,levothroid + solaraze,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
combivent,levothroid,combivent + levothroid,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
colchicine,sotalol,colchicine + sotalol,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
humira,magnesium,humira + magnesium,1,1,0,1,1.0,0.0,1.0,organising pneumonia|fall|lung infection|urinary tract infection bacterial|lower respiratory tract infection bacterial,LOW,0,FDA FAERS
fluticasone,sotalol,fluticasone + sotalol,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
solaraze,sotalol,solaraze + sotalol,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
combivent,sotalol,combivent + sotalol,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
levothroid,sotalol,levothroid + sotalol,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
colchicine,letairis,colchicine + letairis,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
letairis,multivitamin,letairis + multivitamin,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
fluticasone,letairis,fluticasone + letairis,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
letairis,solaraze,letairis + solaraze,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
multivitamin,sotalol,multivitamin + sotalol,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
coq,magnesium,coq + magnesium,1,1,0,1,1.0,0.0,1.0,organising pneumonia|fall|lung infection|urinary tract infection bacterial|lower respiratory tract infection bacterial,LOW,0,FDA FAERS
advil,coq,advil + coq,1,1,0,1,1.0,0.0,1.0,organising pneumonia|fall|lung infection|urinary tract infection bacterial|lower respiratory tract infection bacterial,LOW,0,FDA FAERS
coq,humira,coq + humira,1,1,0,1,1.0,0.0,1.0,organising pneumonia|fall|lung infection|urinary tract infection bacterial|lower respiratory tract infection bacterial,LOW,0,FDA FAERS
humalog,keppra,humalog + keppra,1,2,0,0,2.0,0.0,0.0,hair growth abnormal|skin disorder|alopecia,LOW,0,FDA FAERS
atenolol,humalog,atenolol + humalog,1,2,0,0,2.0,0.0,0.0,hair growth abnormal|skin disorder|alopecia,LOW,0,FDA FAERS
atenolol,keppra,atenolol + keppra,1,2,0,0,2.0,0.0,0.0,hair growth abnormal|skin disorder|alopecia,LOW,0,FDA FAERS
atenolol,depakote,atenolol + depakote,1,2,0,0,2.0,0.0,0.0,hair growth abnormal|skin disorder|alopecia,LOW,0,FDA FAERS
keppra,lantus,keppra + lantus,1,2,0,0,2.0,0.0,0.0,hair growth abnormal|skin disorder|alopecia,LOW,0,FDA FAERS
combivent,fluticasone,combivent + fluticasone,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
humalog,simvastatin,humalog + simvastatin,1,2,0,0,2.0,0.0,0.0,hair growth abnormal|skin disorder|alopecia,LOW,0,FDA FAERS
colchicine,multivitamin,colchicine + multivitamin,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
colchicine,fluticasone,colchicine + fluticasone,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
fluticasone,multivitamin,fluticasone + multivitamin,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
colchicine,solaraze,colchicine + solaraze,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
multivitamin,solaraze,multivitamin + solaraze,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
fluticasone,solaraze,fluticasone + solaraze,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
colchicine,combivent,colchicine + combivent,1,2,0,0,2.0,0.0,0.0,weight increased|oedema peripheral|fluid retention,LOW,0,FDA FAERS
atenolol,lantus,atenolol + lantus,1,2,0,0,2.0,0.0,0.0,hair growth abnormal|skin disorder|alopecia,LOW,0,FDA FAERS
ossicodone,paracetamolo,ossicodone + paracetamolo,1,1,0,1,1.0,0.0,1.0,diarrhoea|abdominal pain|blood creatinine increased|c-reactive protein increased|asthenia,LOW,0,FDA FAERS
lansoprazolo,paracetamolo,lansoprazolo + paracetamolo,1,1,0,1,1.0,0.0,1.0,diarrhoea|abdominal pain|blood creatinine increased|c-reactive protein increased|asthenia,LOW,0,FDA FAERS
paracetamolo,zolpidem,paracetamolo + zolpidem,1,1,0,1,1.0,0.0,1.0,diarrhoea|abdominal pain|blood creatinine increased|c-reactive protein increased|asthenia,LOW,0,FDA FAERS
idroclorotiaz,paracetamolo,idroclorotiaz + paracetamolo,1,1,0,1,1.0,0.0,1.0,diarrhoea|abdominal pain|blood creatinine increased|c-reactive protein increased|asthenia,LOW,0,FDA FAERS
bibw,paracetamolo,bibw + paracetamolo,1,1,0,1,1.0,0.0,1.0,diarrhoea|abdominal pain|blood creatinine increased|c-reactive protein increased|asthenia,LOW,0,FDA FAERS
irbesartan,paracetamolo,irbesartan + paracetamolo,1,1,0,1,1.0,0.0,1.0,diarrhoea|abdominal pain|blood creatinine increased|c-reactive protein increased|asthenia,LOW,0,FDA FAERS
ossicodone,ranitidine,ossicodone + ranitidine,1,1,0,1,1.0,0.0,1.0,diarrhoea|abdominal pain|blood creatinine increased|c-reactive protein increased|asthenia,LOW,0,FDA FAERS
bisphosphonates,didrocal,bisphosphonates + didrocal,1,2,0,0,2.0,0.0,0.0,bone density decreased,LOW,0,FDA FAERS
ranitidine,zolpidem,ranitidine + zolpidem,1,1,0,1,1.0,0.0,1.0,diarrhoea|abdominal pain|blood creatinine increased|c-reactive protein increased|asthenia,LOW,0,FDA FAERS
idroclorotiaz,ranitidine,idroclorotiaz + ranitidine,1,1,0,1,1.0,0.0,1.0,diarrhoea|abdominal pain|blood creatinine increased|c-reactive protein increased|asthenia,LOW,0,FDA FAERS
bibw,ranitidine,bibw + ranitidine,1,1,0,1,1.0,0.0,1.0,diarrhoea|abdominal pain|blood creatinine increased|c-reactive protein increased|asthenia,LOW,0,FDA FAERS
paracetamolo,ranitidine,paracetamolo + ranitidine,1,1,0,1,1.0,0.0,1.0,diarrhoea|abdominal pain|blood creatinine increased|c-reactive protein increased|asthenia,LOW,0,FDA FAERS
furosemide,ossicodone,furosemide + ossicodone,1,1,0,1,1.0,0.0,1.0,diarrhoea|abdominal pain|blood creatinine increased|c-reactive protein increased|asthenia,LOW,0,FDA FAERS
furosemide,lansoprazolo,furosemide + lansoprazolo,1,1,0,1,1.0,0.0,1.0,diarrhoea|abdominal pain|blood creatinine increased|c-reactive protein increased|asthenia,LOW,0,FDA FAERS
furosemide,zolpidem,furosemide + zolpidem,1,1,0,1,1.0,0.0,1.0,diarrhoea|abdominal pain|blood creatinine increased|c-reactive protein increased|asthenia,LOW,0,FDA FAERS
furosemide,idroclorotiaz,furosemide + idroclorotiaz,1,1,0,1,1.0,0.0,1.0,diarrhoea|abdominal pain|blood creatinine increased|c-reactive protein increased|asthenia,LOW,0,FDA FAERS
lansoprazolo,ranitidine,lansoprazolo + ranitidine,1,1,0,1,1.0,0.0,1.0,diarrhoea|abdominal pain|blood creatinine increased|c-reactive protein increased|asthenia,LOW,0,FDA FAERS
crestor,losartan,crestor + losartan,1,2,0,0,2.0,0.0,0.0,proctalgia|anorectal discomfort|rectal haemorrhage,LOW,0,FDA FAERS
carbamazepine,mirena,carbamazepine + mirena,1,1,0,0,1.0,0.0,0.0,chemical poisoning|neck pain|back pain|paraesthesia,LOW,0,FDA FAERS
lansoprazolo,ossicodone,lansoprazolo + ossicodone,1,1,0,1,1.0,0.0,1.0,diarrhoea|abdominal pain|blood creatinine increased|c-reactive protein increased|asthenia,LOW,0,FDA FAERS
ossicodone,zolpidem,ossicodone + zolpidem,1,1,0,1,1.0,0.0,1.0,diarrhoea|abdominal pain|blood creatinine increased|c-reactive protein increased|asthenia,LOW,0,FDA FAERS
lansoprazolo,zolpidem,lansoprazolo + zolpidem,1,1,0,1,1.0,0.0,1.0,diarrhoea|abdominal pain|blood creatinine increased|c-reactive protein increased|asthenia,LOW,0,FDA FAERS
idroclorotiaz,ossicodone,idroclorotiaz + ossicodone,1,1,0,1,1.0,0.0,1.0,diarrhoea|abdominal pain|blood creatinine increased|c-reactive protein increased|asthenia,LOW,0,FDA FAERS
